115840,-0.951538086,-0.143432617,-0.383300781,-7.896341463,3.567073171,3.109756098,Nodding
115880,-0.951538086,-0.141113281,-0.382568359,-8.018292683,3.658536585,3.68902439,Nodding
115920,-0.952880859,-0.169921875,-0.381835938,-8.353658537,3.536585366,-3.140243902,Nodding
115960,-0.922973633,-0.168701172,-0.382446289,-9.024390244,3.75,-1.524390244,Nodding
116000,-0.951782227,-0.162719727,-0.382324219,-10.24390244,3.262195122,9.695121951,Nodding
116040,-0.923339844,-0.158447266,-0.38293457,-6.524390244,2.37804878,17.25609756,Nodding
116080,-0.927124023,-0.120605469,-0.380249023,-11.73780488,-7.896341463,20.76219512,Nodding
116120,-0.926635742,-0.135742188,-0.378540039,-25.15243902,-10.15243902,42.13414634,Nodding
116160,-0.930786133,-0.108764648,-0.375488281,-33.29268293,-4.847560976,61.12804878,Nodding
116200,-0.974487305,-0.044067383,-0.375976563,-42.56097561,-15.67073171,113.0487805,Nodding
116240,-0.930419922,-0.006835938,-0.336181641,-73.56707317,-11.8902439,152.4390244,Nodding
116280,-0.916992188,-0.003540039,-0.352294922,-74.9695122,-7.073170732,162.0121951,Nodding
116320,-0.89831543,0.031005859,-0.34753418,-58.41463415,11.64634146,119.0243902,Nodding
116360,-0.948364258,0.078857422,-0.33203125,-16.43292683,23.1097561,28.99390244,Nodding
116400,-0.973754883,0.118041992,-0.388305664,20.27439024,36.58536585,-39.63414634,Nodding
116440,-0.977905273,0.136474609,-0.41003418,47.65243902,46.95121951,-81.2195122,Nodding
116480,-0.926147461,0.051757813,-0.420654297,55.57926829,41.58536585,-109.3902439,Nodding
116520,-0.92199707,0.041015625,-0.399780273,54.08536585,33.65853659,-135.6402439,Nodding
116560,-0.940551758,-0.041870117,-0.40625,53.41463415,25.76219512,-145.5182927,Nodding
116600,-0.94128418,-0.049438477,-0.442993164,58.1402439,12.10365854,-145.9146341,Nodding
116640,-0.941894531,-0.053833008,-0.447753906,38.20121951,19.29878049,-125.6707317,Nodding
116680,-0.943725586,-0.08581543,-0.443725586,13.01829268,19.11585366,-68.65853659,Nodding
116720,-0.952026367,-0.158935547,-0.444580078,1.402439024,16.06707317,-17.68292683,Nodding
116760,-0.944335938,-0.159790039,-0.422119141,-24.11585366,-0.701219512,31.70731707,Nodding
116800,-0.92956543,-0.132446289,-0.427612305,-39.48170732,1.615853659,66.25,Nodding
116840,-0.930175781,-0.103027344,-0.429321289,-57.31707317,-18.65853659,112.6829268,Nodding
116880,-0.921142578,-0.093994141,-0.452636719,-69.26829268,-21.8597561,145.4268293,Nodding
116920,-0.946166992,-0.026733398,-0.438354492,-66.79878049,-20.12195122,139.2073171,Nodding
116960,-0.949584961,0.007202148,-0.405883789,-64.3597561,-29.69512195,119.8170732,Nodding
117000,-0.922119141,0.021484375,-0.40222168,-36.76829268,-41.67682927,45.82317073,Nodding
117040,-0.934326172,0.079833984,-0.421020508,-24.08536585,-40.24390244,-12.65243902,Nodding
117080,-0.935058594,0.105102539,-0.369995117,-8.68902439,-30.0304878,-60.94512195,Nodding
117120,-0.935180664,0.053100586,-0.389282227,18.75,-32.34756098,-98.23170732,Nodding
117160,-0.927124023,0.041503906,-0.377197266,28.35365854,-24.32926829,-121.2195122,Nodding
117200,-0.928710938,0.004638672,-0.33605957,48.41463415,-15.70121951,-129.1463415,Nodding
117240,-0.930908203,-0.029296875,-0.329589844,45.48780488,-8.597560976,-127.2560976,Nodding
117280,-0.925537109,-0.085571289,-0.353393555,47.43902439,2.225609756,-95.91463415,Nodding
117320,-0.948852539,-0.12487793,-0.348266602,29.69512195,3.445121951,-52.95731707,Nodding
117360,-0.922729492,-0.166625977,-0.34753418,20.36585366,1.554878049,-20.67073171,Nodding
117400,-0.926147461,-0.146728516,-0.344970703,13.47560976,-8.932926829,-10.0304878,Nodding
117440,-0.931518555,-0.191040039,-0.30871582,-1.341463415,-9.237804878,0.884146341,Nodding
117480,-0.936889648,-0.194824219,-0.309936523,-3.109756098,-8.292682927,-11.31097561,Nodding
117520,-0.932739258,-0.172607422,-0.306274414,2.62195122,0.640243902,-4.634146341,Nodding
117560,-0.922973633,-0.184204102,-0.3046875,1.25,2.408536585,-11.55487805,Nodding
117600,-0.946899414,-0.222045898,-0.305419922,1.006097561,3.597560976,-10.70121951,Nodding
117640,-0.942504883,-0.21887207,-0.308105469,0.182926829,-3.018292683,-8.048780488,Nodding
93200,-0.947265625,-0.107910156,0.316040039,2.195121951,-2.103658537,-10.54878049,Nodding
93240,-0.952148438,-0.105712891,0.315795898,1.951219512,-1.859756098,-9.359756098,Nodding
93280,-0.952514648,-0.1015625,0.313476563,1.829268293,-2.286585366,1.615853659,Nodding
93320,-0.947875977,-0.099243164,0.280273438,0.335365854,-2.195121951,-3.68902439,Nodding
93360,-0.944824219,-0.100097656,0.280395508,-8.201219512,-1.158536585,-3.445121951,Nodding
93400,-0.948364258,-0.096923828,0.280151367,-8.841463415,8.414634146,-3.384146341,Nodding
93440,-0.951171875,-0.057128906,0.280151367,-8.506097561,4.085365854,4.725609756,Nodding
93480,-0.943115234,-0.051757813,0.276611328,-3.048780488,12.74390244,29.45121951,Nodding
93520,-0.893188477,-0.05480957,0.273193359,16.92073171,40.24390244,80.39634146,Nodding
93560,-0.918212891,-0.073242188,0.267578125,28.20121951,59.08536585,131.0670732,Nodding
93600,-0.873046875,-0.039916992,0.237915039,44.72560976,84.75609756,185.7926829,Nodding
93640,-0.895263672,0.018920898,0.224853516,49.78658537,98.68902439,211.2195122,Nodding
93680,-1.054443359,0.195068359,0.175292969,18.90243902,59.29878049,82.31707317,Nodding
93720,-1.053588867,0.266601563,0.165527344,-26.40243902,-5.884146341,-57.62195122,Nodding
93760,-1.031860352,0.239868164,0.161010742,-44.32926829,-55.91463415,-158.8414634,Nodding
93800,-1.005493164,0.223876953,0.149047852,-62.71341463,-60.94512195,-204.9695122,Nodding
93840,-0.97253418,0.093017578,0.177734375,-55.06097561,-63.23170732,-173.0182927,Nodding
93880,-0.897583008,0.005004883,0.229492188,-32.07317073,-37.40853659,-85.27439024,Nodding
93920,-0.914306641,-0.07409668,0.218505859,-8.445121951,-6.18902439,-0.914634146,Nodding
93960,-0.918579102,-0.057006836,0.260986328,26.2195122,21.2804878,99.23780488,Nodding
94000,-0.895385742,-0.024291992,0.215820313,46.98170732,56.06707317,186.1890244,Nodding
94040,-0.939331055,0.037353516,0.231079102,49.02439024,73.87195122,211.1280488,Nodding
94080,-0.986572266,0.137695313,0.203369141,32.22560976,51.43292683,122.195122,Nodding
94120,-1.072631836,0.229248047,0.228637695,11.46341463,16.73780488,5.396341463,Nodding
94160,-1.044311523,0.215698242,0.177734375,-16.92073171,-34.29878049,-95.0304878,Nodding
94200,-0.956787109,0.184326172,0.173583984,-32.01219512,-56.40243902,-149.2987805,Nodding
94240,-0.926147461,0.160400391,0.1796875,-42.68292683,-51.58536585,-167.347561,Nodding
94280,-0.941040039,0.108886719,0.185668945,-48.75,-55.36585366,-157.2560976,Nodding
94320,-0.938598633,0.017822266,0.221435547,-43.04878049,-37.83536585,-123.902439,Nodding
94360,-0.94909668,0.000854492,0.230224609,-49.93902439,-33.41463415,-103.1097561,Nodding
